0.01	0	0.996869
0.0099995	9.99983e-05	0.99687
0.009998	0.000199987	0.996871
0.0099955	0.000299955	0.996872
0.009992	0.000399893	0.996873
0.0099875	0.000499792	0.996874
0.009982	0.00059964	0.996875
0.00997551	0.000699428	0.996875
0.00996802	0.000799147	0.996876
0.00995953	0.000898785	0.996876
0.00995004	0.000998334	0.996876
0.00993956	0.00109778	0.996876
0.00992809	0.00119712	0.996877
0.00991562	0.00129634	0.996877
0.00990216	0.00139543	0.996877
0.00988771	0.00149438	0.996876
0.00987227	0.00159318	0.996876
0.00985585	0.00169182	0.996876
0.00983844	0.0017903	0.996875
0.00982004	0.00188859	0.996875
0.00980067	0.00198669	0.996874
0.00978031	0.0020846	0.996874
0.00975897	0.0021823	0.996873
0.00973666	0.00227978	0.996872
0.00971338	0.00237703	0.996871
0.00968912	0.00247404	0.99687
0.0096639	0.00257081	0.996869
0.00963771	0.00266731	0.996867
0.00961055	0.00276356	0.996866
0.00958244	0.00285952	0.996865
0.00955336	0.0029552	0.996863
0.00952334	0.00305059	0.996862
0.00949235	0.00314567	0.99686
0.00946042	0.00324043	0.996858
0.00942755	0.00333487	0.996856
0.00939373	0.00342898	0.996854
0.00935897	0.00352274	0.996852
0.00932327	0.00361615	0.99685
0.00928665	0.0037092	0.996848
0.00924909	0.00380188	0.996846
0.00921061	0.00389418	0.996843
0.00917121	0.00398609	0.996841
0.00913089	0.0040776	0.996838
0.00908966	0.00416871	0.996835
0.00904752	0.00425939	0.996833
0.00900447	0.00434965	0.99683
0.00896053	0.00443948	0.996827
0.00891568	0.00452886	0.996824
0.00886995	0.00461779	0.996821
0.00882333	0.00470626	0.996817
0.00877583	0.00479425	0.996814
0.00872745	0.00488177	0.996811
0.00867819	0.0049688	0.996807
0.00862807	0.00505533	0.996804
0.00857709	0.00514136	0.9968
0.00852525	0.00522687	0.996796
0.00847255	0.00531186	0.996793
0.00841901	0.00539632	0.996789
0.00836463	0.00548024	0.996785
0.00830941	0.00556361	0.996781
0.00825336	0.00564642	0.996777
0.00819648	0.00572867	0.996772
0.00813879	0.00581035	0.996768
0.00808028	0.00589145	0.996764
0.00802096	0.00597195	0.996759
0.00796084	0.00605186	0.996755
0.00789992	0.00613117	0.99675
0.00783822	0.00620986	0.996745
0.00777573	0.00628793	0.996741
0.00771246	0.00636537	0.996736
0.00764842	0.00644217	0.996731
0.00758362	0.00651833	0.996726
0.00751806	0.00659384	0.996721
0.00745175	0.00666869	0.996715
0.00738469	0.00674288	0.99671
0.00731689	0.00681638	0.996705
0.00724836	0.00688921	0.9967
0.00717911	0.00696135	0.996694
0.00710914	0.00703279	0.996688
0.00703846	0.00710353	0.996683
0.00696707	0.00717356	0.996677
0.00689499	0.00724287	0.996671
0.00682222	0.00731145	0.996665
0.00674876	0.00737931	0.99666
0.00667463	0.00744643	0.996654
0.00659984	0.0075128	0.996647
0.00652438	0.00757842	0.996641
0.00644827	0.00764329	0.996635
0.00637152	0.00770739	0.996629
0.00629412	0.00777071	0.996622
0.0062161	0.00783327	0.996616
0.00613746	0.00789503	0.99661
0.00605821	0.00795601	0.996603
0.00597834	0.0080162	0.996596
0.00589788	0.00807558	0.99659
0.00581684	0.00813415	0.996583
0.0057352	0.00819191	0.996576
0.005653	0.00824885	0.996569
0.00557023	0.00830497	0.996562
0.0054869	0.00836026	0.996555
0.00540303	0.00841471	0.996548
0.00531861	0.00846832	0.996541
0.00523366	0.00852108	0.996534
0.00514819	0.00857299	0.996526
0.00506221	0.00862404	0.996519
0.00497572	0.00867423	0.996512
0.00488873	0.00872355	0.996504
0.00480125	0.008772	0.996497
0.00471329	0.00881957	0.996489
0.00462486	0.00886627	0.996482
0.00453597	0.00891207	0.996474
0.00444662	0.00895698	0.996466
0.00435683	0.009001	0.996458
0.0042666	0.00904412	0.996451
0.00417595	0.00908633	0.996443
0.00408488	0.00912764	0.996435
0.0039934	0.00916803	0.996427
0.00390152	0.0092075	0.996419
0.00380926	0.00924606	0.996411
0.00371661	0.00928369	0.996402
0.00362358	0.00932039	0.996394
0.0035302	0.00935616	0.996386
0.00343646	0.00939099	0.996378
0.00334238	0.00942488	0.996369
0.00324797	0.00945784	0.996361
0.00315323	0.00948984	0.996352
0.00305818	0.0095209	0.996344
0.00296282	0.00955101	0.996335
0.00286716	0.00958016	0.996327
0.00277122	0.00960835	0.996318
0.002675	0.00963558	0.99631
0.00257851	0.00966185	0.996301
0.00248176	0.00968715	0.996292
0.00238477	0.00971148	0.996283
0.00228754	0.00973484	0.996275
0.00219008	0.00975723	0.996266
0.0020924	0.00977864	0.996257
0.00199451	0.00979908	0.996248
0.00189642	0.00981853	0.996239
0.00179814	0.00983701	0.99623
0.00169968	0.0098545	0.996221
0.00160105	0.009871	0.996212
0.00150226	0.00988652	0.996203
0.00140333	0.00990104	0.996194
0.00130425	0.00991458	0.996185
0.00120504	0.00992713	0.996175
0.00110571	0.00993868	0.996166
0.00100627	0.00994924	0.996157
0.000906727	0.00995881	0.996148
0.000807095	0.00996738	0.996138
0.000707383	0.00997495	0.996129
0.0006076	0.00998152	0.99612
0.000507756	0.0099871	0.99611
0.000407861	0.00999168	0.996101
0.000307926	0.00999526	0.996092
0.000207959	0.00999784	0.996082
0.000107972	0.00999942	0.996073
7.97466e-06	0.01	0.996063
-9.20239e-05	0.00999958	0.996054
-0.000192013	0.00999816	0.996044
-0.000291984	0.00999574	0.996035
-0.000391925	0.00999232	0.996026
-0.000491826	0.0099879	0.996016
-0.000591679	0.00998248	0.996006
-0.000691472	0.00997606	0.995997
-0.000791197	0.00996865	0.995987
-0.000890842	0.00996024	0.995978
-0.000990398	0.00995083	0.995968
-0.00108986	0.00994043	0.995959
-0.0011892	0.00992904	0.995949
-0.00128843	0.00991665	0.99594
-0.00138753	0.00990327	0.99593
-0.00148649	0.0098889	0.99592
-0.00158531	0.00987354	0.995911
-0.00168396	0.00985719	0.995901
-0.00178245	0.00983986	0.995892
-0.00188076	0.00982155	0.995882
-0.00197888	0.00980225	0.995872
-0.0020768	0.00978197	0.995863
-0.00217451	0.00976071	0.995853
-0.00227201	0.00973848	0.995844
-0.00236928	0.00971527	0.995834
-0.00246631	0.00969109	0.995825
-0.0025631	0.00966595	0.995815
-0.00265963	0.00963983	0.995805
-0.00275589	0.00961276	0.995796
-0.00285188	0.00958472	0.995786
-0.00294758	0.00955572	0.995777
-0.00304299	0.00952577	0.995767
-0.00313809	0.00949486	0.995758
-0.00323288	0.00946301	0.995748
-0.00332735	0.0094302	0.995739
-0.00342148	0.00939646	0.995729
-0.00351527	0.00936178	0.99572
-0.00360871	0.00932616	0.995711
-0.00370179	0.0092896	0.995701
-0.0037945	0.00925212	0.995692
-0.00388683	0.00921371	0.995682
-0.00397877	0.00917439	0.995673
-0.00407032	0.00913414	0.995664
-0.00416145	0.00909298	0.995654
-0.00425218	0.00905091	0.995645
-0.00434247	0.00900794	0.995636
-0.00443233	0.00896406	0.995627
-0.00452175	0.00891929	0.995618
-0.00461071	0.00887363	0.995608
-0.00469922	0.00882708	0.995599
-0.00478725	0.00877965	0.99559
-0.00487481	0.00873134	0.995581
-0.00496188	0.00868215	0.995572
-0.00504845	0.0086321	0.995563
-0.00513451	0.00858119	0.995554
-0.00522007	0.00852941	0.995545
-0.0053051	0.00847679	0.995536
-0.0053896	0.00842331	0.995528
-0.00547356	0.008369	0.995519
-0.00555698	0.00831384	0.99551
-0.00563984	0.00825786	0.995501
-0.00572213	0.00820105	0.995493
-0.00580386	0.00814342	0.995484
-0.005885	0.00808497	0.995475
-0.00596555	0.00802572	0.995467
-0.00604551	0.00796566	0.995458
-0.00612486	0.00790481	0.99545
-0.0062036	0.00784317	0.995441
-0.00628172	0.00778074	0.995433
-0.00635922	0.00771754	0.995425
-0.00643607	0.00765356	0.995416
-0.00651228	0.00758882	0.995408
-0.00658784	0.00752332	0.9954
-0.00666275	0.00745706	0.995392
-0.00673698	0.00739006	0.995384
-0.00681055	0.00732233	0.995376
-0.00688343	0.00725386	0.995368
-0.00695562	0.00718466	0.99536
-0.00702712	0.00711475	0.995352
-0.00709791	0.00704412	0.995344
-0.007168	0.00697279	0.995336
-0.00723737	0.00690076	0.995329
-0.00730601	0.00682805	0.995321
-0.00737392	0.00675465	0.995314
