what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541126117
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541152656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541152678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541163315
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541163336
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1300541165537
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541236946
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541237009
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541250862
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541250922
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541260495
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541260515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541291820
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300541323458
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1300541328014
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1300541331542
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300541341691
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541342493
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541342652
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541342765
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541342876
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541343378
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541343410
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541343444
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1300541343477
