what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1300386942842
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300386944490
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1300386945337
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1300386945593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300386946707
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1300386971303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300386971801
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300386972613
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300386976867
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300386994374
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387002969
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387199817
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387203321
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387504169
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300387524502
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387536006
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387537873
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1300387556852
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387557281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387557845
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387559902
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387586576
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1300387607220
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1300387620131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387620558
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1300387621113
